uid,facname,factype,latitude,longitude
4946,P.S. 176 Ovington,Elementary School - Public,40.624781,-74.00507
104055,P.S. 770 New American Academy,Elementary School - Public,40.663965,-73.927899
7431,J.H.S. 234 Arthur W. Cunningham,Junior High-Intermediate-Middle School - Public,40.604549,-73.955156
103448,Hudson High School Of Learning Technologies,High school - Public,40.743356,-74.0025
92656,P.S. 270 Johann Dekalb,Elementary School - Public,40.689724,-73.961096
193208,Leadership Prep Bedford Stuyvesant Uncommon Prep Charter School,K-12 all grades School - Charter,40.684611,-73.947965
163387,P.S. 024 Spuyten Duyvil,Elementary School - Public,40.886889,-73.914576
178705,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle School - Public,40.638194,-73.97123
83374,Carl C Icahn Charter Middle School,Charter School,40.838378,-73.905035
85497,Success Academy Charter School - Williamsburg,Elementary School - Charter,40.71186,-73.95997
137918,"P.S./M.S. 20 P.O.George J. Werdann, IIi",K-8 School - Public,40.869579,-73.878724
129406,Teachers College Community School,K-8 School - Public,40.812569,-73.953622
117379,Thurgood Marshall Academy For Learning And Social Change,Secondary School - Public,40.815236,-73.94432
31839,J.H.S. 291 Roland Hayes,Junior High-Intermediate-Middle School - Public,40.69566,-73.915428
138330,The Laboratory School Of Finance And Technology: X223,Secondary School - Public,40.813277,-73.920536
77761,P.S. 152 Gwendoline N. Alleyne School,Elementary School - Public,40.753067,-73.900368
63899,P.S. 084 Steinway,Elementary School - Public,40.771151,-73.90612
160614,Frederick Douglass Academy II Secondary School,Secondary School - Public,40.802637,-73.95414
105837,Cultural Academy For The Arts And Sciences,High school - Public,40.64804,-73.922224
67557,PS 228,Intermediate School,40.756936,-73.874881
112555,Brooklyn Bridge Academy,High school - Public,40.633717,-73.917621
177244,Launch Expeditionary Lrning Charter,Charter School,40.675868,-73.935569
91374,Explorations Academy H.S.,High school - Public,40.836304,-73.890646
69827,P.S. 81q Jean Paul Richter,Elementary School - Public,40.705298,-73.911458
62719,Success Academy Charter School - Bronx 2,K-8 School - Charter,40.835878,-73.904926
115614,High School For Environmental Studies,High school - Public,40.767871,-73.988634
103354,P.S. 189 The Bilingual Center,K-8 School - Public,40.665426,-73.92567
83523,Holcombe L. Rucker School Of Community Research,High school - Public,40.817751,-73.897862
63969,P.S. 055 Maure,Elementary School - Public,40.693632,-73.816261
42205,Harlem Prep Charter School,Charter School,40.801609,-73.935486
86094,P.S. 183 Robert L. Stevenson,Elementary School - Public,40.763767,-73.957747
124528,PS 811 (Old PS 187-Cmhc)&Plygd,Special Education School,40.756463,-73.728703
159994,Family Life Academy Charter I,Charter School,40.840446,-73.918945
91411,I.S. 237,Junior High-Intermediate-Middle School - Public,40.749528,-73.821446
82907,The River School,Elementary School - Public,40.744469,-73.972401
103297,Columbia Secondary School,Secondary School - Public,40.810789,-73.956097
100087,I.S. 229 Roland Patterson,Junior High-Intermediate-Middle School - Public,40.853069,-73.920738
61316,Explore Excel Charter School,Charter School,40.642691,-73.907905
71197,World Journalism Preparatory: A College Board School,Secondary School - Public,40.764987,-73.789702
109743,J.H.S. 052 Inwood,Junior High-Intermediate-Middle School - Public,40.865631,-73.925113
106996,Academic High School,Academic High School,40.753009,-73.992441
21730,PS 7 (K007),Elementary School,40.689313,-73.87338
118094,M.S. 129 Academy For Independent Learning And Leadership,Junior High-Intermediate-Middle School - Public,40.845921,-73.886726
159637,Children's Aid College Prep Charter,Charter School,40.843687,-73.889921
75686,P.S. 106 Parkchester,Elementary School - Public,40.837114,-73.854855
164528,Children's Aid College Prep Charter,Charter School,40.829702,-73.891561
90352,School,School,40.693064,-73.992098
26828,P.S. 230 Doris L. Cohen,Elementary School - Public,40.643492,-73.979126
7187,P.S. 121 Nelson A. Rockefeller,K-8 School - Public,40.622884,-73.978769
73687,P.S. 032 State Street,Elementary School - Public,40.765215,-73.794324
165531,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle School - Public,40.634959,-73.982218
109766,P.S. 152 Dyckman Valley,Elementary School - Public,40.860048,-73.927608
5340,P.S. 186 Dr. Irving A Gladstone,Elementary School - Public,40.611098,-73.994555
122577,P.S. 002 Meyer London,Elementary School - Public,40.712983,-73.991675
95551,BX Lighthouse Charter School,Charter School,40.823225,-73.897384
102984,Brownsville Collaborative Middle School,Junior High-Intermediate-Middle School - Public,40.671065,-73.907762
61632,Comm Schl For Cont Ed,Academic High School,40.672118,-73.886212
69902,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle School - Public,40.652207,-74.007631
156593,High School For Community Leadership,High school - Public,40.714261,-73.798075
125667,Murry Bergtraum High School For Business Careers,High school - Public,40.711254,-74.001642
161824,P.S. K225 - The Eileen E. Zaglin,K-8 School - Public,40.580071,-73.956012
137336,PS 91 & Mini School,Elementary School,40.857683,-73.907698
91412,East-West School Of International Studies,Secondary School - Public,40.749528,-73.821446
163865,P.S. 215 Morris H. Weiss,Elementary School - Public,40.60242,-73.97002
60506,P.S. 399 Stanley Eugene Clark,Elementary School - Public,40.648238,-73.951791
103063,The Bilingual Bicultural School,Elementary School - Public,40.793211,-73.94203
91329,P.S. 095 The Gravesend,K-8 School - Public,40.595903,-73.974846
156970,Epic High School - North,High school - Public,40.692875,-73.829093
137229,American Dream Charter School,Junior High-Intermediate-Middle School - Charter,40.809125,-73.91759
77094,Kingsborough Early College School,Secondary School - Public,40.593591,-73.986157
138572,Knowledge And Power Preparatory Academy International High School (Kappa),High school - Public,40.859514,-73.888599
122653,Dock Street School For Steam Studies,Junior High-Intermediate-Middle School - Public,40.702956,-73.992071
138344,South Bronx Preparatory: A College Board School,Secondary School - Public,40.813277,-73.920536
157292,Brooklyn Excelsior Charter Sch,Charter School,40.689748,-73.925089
46846,P.S./I.S. 210 - Twenty-First Century Academy For Community Leadership,K-8 School - Public,40.829997,-73.944646
134218,Earth School,Elementary School - Public,40.723767,-73.981723
104342,P.S. 121 Throop,Elementary School - Public,40.867014,-73.850604
93870,P.S. 164 Caesar Rodney,Elementary School - Public,40.637156,-73.985826
61582,Hyde Leadership Cs-Brooklyn,Charter School,40.667786,-73.898196
21195,American Dream Charter School,Charter School,40.809092,-73.917221
73013,Mott Hall Community School,Junior High-Intermediate-Middle School - Public,40.827007,-73.818266
105998,P.S. 094 David D. Porter,Elementary School - Public,40.771324,-73.738642
39717,P.S. 139 Rego Park,Elementary School - Public,40.728119,-73.862884
80011,Benjamin N. Cardozo High School,High school - Public,40.751848,-73.756587
83731,P.S. 098 The Douglaston School,Elementary School - Public,40.76909,-73.749807
104948,I.S. X303 Leadership & Community Service,Junior High-Intermediate-Middle School - Public,40.849464,-73.915519
86094,P.S. 183 Robert L. Stevenson,Elementary School - Public,40.764006,-73.957401
5793,Kings Collegiate Charter School,K-8 School - Charter,40.657871,-73.920036
104682,P.S. /I.S. 384 Frances E. Carter,K-8 School - Public,40.689751,-73.90484
138587,Fordham Leadership Academy,High school - Public,40.859514,-73.888599
25643,Kipp Washington Heights Middle School,K-12 all grades School - Charter,40.839358,-73.935707
98584,Humanities & Arts Magnet High School,High school - Public,40.698401,-73.746213
61009,P.S. 135 Sheldon A. Brookner,Elementary School - Public,40.644114,-73.921421
97485,P.S. 123,Elementary School - Public,40.678753,-73.795499
123642,Baychester Middle School,Junior High-Intermediate-Middle School - Public,40.886165,-73.84043
106947,P.S. 059 Beekman Hill International,Elementary School - Public,40.7593,-73.966356
21564,Intermediate School 61,Intermediate School,40.634583,-74.097799
112542,Brooklyn Generation School,High school - Public,40.633717,-73.917621
82880,Manhattan Charter School,Charter School,40.718482,-73.983935
75665,P.S. 065,Elementary School - Public,40.686918,-73.878284
116597,P.S. 234 Independence School,Elementary School - Public,40.716586,-74.012417
108868,Civic Leadership Academy,High school - Public,40.74336,-73.871498
71609,P.S. 162 John Golden,Elementary School - Public,40.748761,-73.776764
73234,Brooklyn Charter School,Elementary School - Charter,40.694428,-73.947678
63875,P.S. 085 Judge Charles Vallone,Elementary School - Public,40.773072,-73.914977
97596,"Young Women's Leadership School, Queens",Secondary School - Public,40.708434,-73.804178
116545,Urban Assembly New York Harbor School,High school - Public,40.690779,-74.020447
194244,P.S. 097 Forest Park,Elementary School - Public,40.694275,-73.860009
6035,P.S. 116 Elizabeth L Farrell,Elementary School - Public,40.698055,-73.916586
143401,Bronx Community Charter School,Charter School,40.857326,-73.894531
34667,Young Women's Leadership School Of The Bronx,Secondary School - Public,40.848596,-73.908854
3306,Talent Unlimited High School,High school - Public,40.765584,-73.959615
110772,Success Academy Charter School - Upper West,K-8 School - Charter,40.785965,-73.97405
90215,Explore Empower Charter School,K-8 School - Charter,40.672693,-73.928472
83196,Academic High School,Academic High School,40.770735,-73.924469
62272,The Dr. Emmett W. Bassett School,Elementary School - Public,40.828525,-73.857155
78979,Harlem Village Academy HS,Charter School,40.806479,-73.944121
112150,P.S. 001 Alfred E. Smith,Elementary School - Public,40.712579,-73.997483
95554,Bronx Regional High School,High school - Public,40.823276,-73.898313
135903,The Urban Assembly Bronx Academy Of Letters,Secondary School - Public,40.813720000000004,-73.925919
71582,P.S. 024 Andrew Jackson,Elementary School - Public,40.751874,-73.817968
60529,P.S. 198 Brooklyn,Elementary School - Public,40.63739,-73.937056
95819,Scholars' Academy,Secondary School - Public,40.584396,-73.82517
104806,Creedmoor PSychiatric Center,Academic High School,40.741235,-73.728844
129408,P.S. 161 Pedro Albizu Campos,K-8 School - Public,40.817692,-73.952494
72878,Baccalaureate School For Global Education,Secondary School - Public,40.754997,-73.926967
166130,Metropolitan Lighthouse Charter Sch,Charter School,40.834294,-73.930197
97107,PS 50 & Playground (Jop),Elementary School,40.561479,-74.12487
164534,PS 14 & Stapleton HSes Playgd,Elementary School,40.623455,-74.079762
90170,Thomas A. Edison Career And Technical Education High School,High school - Public,40.716385,-73.798793
62220,New Visions Charter High School For The Humanities II,High school - Charter,40.810511,-73.907597
26231,Academy Of Arts And Letters,K-8 School - Public,40.691085,-73.971075
136919,Success Acad Charter Sch-Bronx 3,Charter School,40.827786,-73.914068
69136,P.S. 134 Hollis,Elementary School - Public,40.70768,-73.754812
94458,"Science, Technology And Research Early College High School At Erasmus",Secondary School - Public,40.649579,-73.957105
5883,Evergreen Middle School For Urban Exploration,Junior High-Intermediate-Middle School - Public,40.688913,-73.910332
124167,J.H.S. 292 Margaret S. Douglas,Junior High-Intermediate-Middle School - Public,40.67163,-73.893332
61502,P.S. 013 Roberto Clemente,Elementary School - Public,40.663882,-73.893277
40201,The 30th Avenue School (G&T Citywide),K-8 School - Public,40.768155,-73.922663
138571,Belmont Preparatory High School,High school - Public,40.859514,-73.888599
74286,P.S. 096 Richard Rodgers,Elementary School - Public,40.860726,-73.868997
77012,Hostos-Lincoln Academy Of Science,Secondary School - Public,40.814736,-73.91205
106837,Millennium Art Academy,High school - Public,40.821438,-73.855897
79048,Kipp Amp Charter School,K-12 all grades School - Charter,40.672232,-73.937218
106834,P.S. 069 Journey Prep School,Elementary School - Public,40.818236,-73.861524
73214,P.S. 076 The Bennington School,Elementary School - Public,40.869225,-73.861003
113847,IS 24,Intermediate School,40.54574,-74.145505
106822,Bronx Community High School,High school - Public,40.821438,-73.855897
103426,Manhattan Village Academy,High school - Public,40.742003,-73.992173
3897,"I.S. X318 Math, Science & Technology Through Arts",Junior High-Intermediate-Middle School - Public,40.843817,-73.890104
110808,Central Park East II,K-8 School - Public,40.792302,-73.951424
161501,P.S. 222 Katherine R. Snyder,Elementary School - Public,40.613802,-73.938982
138385,P.S. 085 Great Expectations,Elementary School - Public,40.85883,-73.894845
166100,I.S. 230,Junior High-Intermediate-Middle School - Public,40.752621,-73.892864
75001,The New School For Leadership And Journalism,Junior High-Intermediate-Middle School - Public,40.875585,-73.901511
139988,P.S. 97 The Highlawn,Elementary School - Public,40.601162,-73.98569
83417,J.H.S. 067 Louis Pasteur,Junior High-Intermediate-Middle School - Public,40.762493,-73.734443
107592,P.S. 214 Michael Friedsam,Elementary School - Public,40.676175,-73.863128
153809,Bronx Latin,Secondary School - Public,40.827356,-73.900616
82821,Success Academy Charter School - Bed Stuy 3,Elementary School - Charter,40.69147,-73.940709
93859,I.S. 228 David A. Boody,Junior High-Intermediate-Middle School - Public,40.600844,-73.976821
76327,P.S. 290 Juan Morel Campos,Elementary School - Public,40.678159,-73.889486
122247,Sunset Park High School,High school - Public,40.655552,-74.004282
5504,Acorn Community High School,High school - Public,40.678607,-73.961758
96979,Epic High School - South,High school - Public,40.675172,-73.816741
134821,P.S. 206 Jose Celso Barbosa,K-8 School - Public,40.796735,-73.930154
